pair,row_id,src_lemma,tgt_lemma,y_src_log1p,y_tgt_log1p,y_asym,meaning_conflicts,grammatical_conflicts,top_shap_features,top_shap_values
EN<->ES,71,traffic,tráfico,10.12885150730108,7.117758240077067,3.0110932672240134,False,gender_number_forms,"['cat__semantic_field_time', 'cat__semantic_field_pert', 'num__diff_sessions']","[-0.6489894390106201, 0.5659704804420471, 0.4635664224624634]"
EN<->ES,236,source,fuente,10.786274737811796,8.012338134291433,2.7739366035203634,True,gender_number_forms,"['cat__semantic_field_pert', 'num__diff_sessions', 'cat__semantic_field_time']","[0.7184564471244812, 0.6147464513778687, -0.49080199003219604]"
EN<->ES,47,career,carrera,6.760296797575744,4.148390588530923,2.6119062090448217,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_feeling']","[-1.642966389656067, -0.9906743168830872, 0.5450167655944824]"
EN<->ES,28,group,grupo,8.311552966619226,5.710661155525307,2.600891811093919,False,gender_number_forms,"['cat__semantic_field_pert', 'cat__semantic_field_feeling', 'num__tgt_session_count']","[0.49160075187683105, 0.47599923610687256, 0.4501907527446747]"
EN<->ES,146,root,raíz,8.748212682967893,6.266917855836121,2.481294827131771,False,gender_number_forms,"['cat__semantic_field_attribute', 'num__diff_sessions', 'num__concreteness']","[-1.3180122375488281, -1.2517834901809692, 0.6561933755874634]"
EN<->ES,257,sponge,esponja,8.795245539605665,6.404144882745376,2.3911006568602886,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_pert', 'cat__semantic_field_time']","[0.8416810035705566, 0.804150402545929, -0.6926935911178589]"
EN<->ES,172,influence,influencia,3.1756889612480097,9.722731713785707,-6.547042752537697,False,no_conflicts,"['num__diff_sessions', 'cat__semantic_field_attribute', 'num__concreteness']","[-1.8208729028701782, -1.606372356414795, -0.4499324858188629]"
EN<->ES,169,personality,personalidad,2.9637613260277553,9.392136520684145,-6.42837519465639,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_feeling']","[-1.9034799337387085, -1.4391058683395386, 0.5492132306098938]"
EN<->ES,168,difference,diferencia,2.895201896196309,8.960989045363974,-6.065787149167665,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_feeling', 'cat__semantic_field_time']","[0.7654522657394409, 0.45910781621932983, -0.4588419497013092]"
EN<->ES,113,eat,consumir,3.6434297971074794,9.639123616417292,-5.995693819309812,False,verb_forms,"['num__diff_sessions', 'cat__semantic_field_feeling', 'cat__semantic_field_pert']","[-1.1510664224624634, 0.5344640612602234, 0.4100148379802704]"
EN<->ES,101,man,hombre,4.122730660934343,9.917876815794518,-5.795146154860175,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_feeling', 'cat__semantic_field_pert']","[-1.1257669925689697, 0.6123231649398804, 0.5484957098960876]"
EN<->ES,12,road,ruta,3.8994135149016893,9.685002836849426,-5.785589321947737,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_act']","[-1.2971676588058472, -0.7718937397003174, -0.70223069190979]"
EN<->ES,39,soldier,soldado,4.172172568484717,9.724601338170489,-5.552428769685772,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_pert']","[-1.3589165210723877, -0.7007699012756348, 0.5777037143707275]"
EN<->ES,0,solution,resolución,8.609262645938303,13.919167189502762,-5.309904543564459,True,gender_number_forms,"['num__tgt_session_count', 'cat__semantic_field_attribute', 'cat__semantic_field_feeling']","[-1.4979596138000488, -0.4572134017944336, 0.40290093421936035]"
EN<->ES,184,power,fuerza,3.073474796290851,8.210927156282814,-5.137452359991963,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_feeling']","[-1.3525038957595825, -1.2377804517745972, 0.4249421954154968]"
EN<->ES,78,sport,deporte,3.708431846672643,8.771511103719916,-5.063079257047273,False,no_conflicts,"['num__diff_sessions', 'cat__semantic_field_time', 'cat__semantic_field_pert']","[0.8511601686477661, -0.7464421391487122, 0.5250388383865356]"
EN<->ES,110,sight,visión,4.239145951892182,9.222657490864682,-4.9835115389725,True,gender_number_forms,"['cat__semantic_field_pert', 'cat__semantic_field_feeling', 'cat__semantic_field_time']","[0.589552104473114, 0.5091370344161987, -0.4414973556995392]"
EN<->ES,65,prince,príncipe,4.505648557469788,9.468542139105455,-4.962893581635667,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_feeling']","[-1.4003121852874756, -0.8160598278045654, 0.5337377786636353]"
EN<->ES,102,player,actor,4.025204110202821,8.861449865389382,-4.836245755186561,True,gender_number_forms,"['cat__semantic_field_pert', 'num__diff_sessions', 'cat__semantic_field_time']","[0.7132977843284607, 0.6754336357116699, -0.566753089427948]"
EN<->ES,197,artist,artista,4.674069735253993,9.507726423429105,-4.833656688175112,False,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_pert']","[-1.3639333248138428, -0.8630678653717041, 0.538511335849762]"
EN<->ES,215,appointment,cita,4.249503166779667,8.998438516848845,-4.7489353500691776,True,no_conflicts,"['num__diff_sessions', 'num__frequency', 'cat__semantic_field_feeling']","[-1.0158603191375732, -0.5296450853347778, 0.5238546133041382]"
EN<->ES,171,output,producción,5.5349185673121255,10.118964008891547,-4.584045441579422,True,no_conflicts,"['cat__semantic_field_feeling', 'cat__semantic_field_attribute', 'cat__semantic_field_pert']","[0.5589885115623474, -0.5144379734992981, 0.48113924264907837]"
EN<->ES,249,boss,jefe,4.3094901657157685,8.891077966218434,-4.581587800502666,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'cat__semantic_field_pert']","[-1.3515187501907349, -0.5862390995025635, 0.5056212544441223]"
EN<->ES,36,airplane,avión,5.337206382869082,9.877968157260126,-4.540761774391044,True,gender_number_forms,"['cat__semantic_field_feeling', 'cat__semantic_field_pert', 'cat__semantic_field_attribute']","[0.5366664528846741, 0.45315247774124146, -0.4391689598560333]"
EN<->ES,131,transportation,transporte,4.998604104043147,9.503268555342874,-4.504664451299727,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_attribute', 'num__concreteness']","[-1.2327696084976196, -0.8074315786361694, 0.4977409243583679]"
EN<->ES,256,marriage,matrimonio,4.428295020641321,8.784072532490429,-4.355777511849108,True,gender_number_forms,"['num__diff_sessions', 'cat__semantic_field_feeling', 'cat__semantic_field_attribute']","[-1.6822878122329712, 0.5584002733230591, -0.5463005900382996]"
